head_id,relation_name,tail_id
84,term18,98
34,term4,99
33,term22,40
50,term20,93
53,term12,19
41,term7,43
43,term17,27
69,term18,44
62,term6,14
34,term16,28
46,term1,24
64,term16,63
48,term11,2
71,term3,92
23,term11,42
3,term11,40
100,term13,34
97,term8,88
103,term18,30
45,term25,53
5,term8,27
38,term1,100
62,term7,24
4,term21,17
95,term7,40
39,term9,36
27,term9,94
65,term15,62
16,term10,64
6,term11,90
1,term4,4
54,term10,37
22,term15,55
100,term6,42
65,term15,11
61,term11,89
55,term10,24
60,term5,3
69,term11,51
56,term1,83
32,term17,91
3,term7,44
29,term4,87
34,term10,2
100,term11,73
36,term13,11
98,term15,1
6,term16,47
31,term6,64
1,term6,86
73,term1,20
77,term7,22
51,term5,94
85,term2,48
30,term16,8
11,term16,84
19,term1,47
60,term10,42
32,term16,63
52,term11,59
84,term8,30
58,term17,45
6,term9,26
4,term16,13
66,term16,52
84,term11,69
2,term21,47
100,term17,85
69,term16,21
97,term5,91
34,term1,82
81,term18,35
62,term17,96
97,term16,69
81,term11,93
12,term2,103
34,term10,51
69,term5,67
3,term2,68
89,term6,52
96,term9,26
37,term8,53
3,term8,27
38,term1,101
22,term16,47
3,term4,2
50,term15,26
68,term1,20
11,term16,48
82,term2,34
78,term7,75
65,term10,4
39,term8,76
74,term12,80
73,term6,92
91,term16,67
101,term17,58
89,term5,87
66,term8,45
98,term8,91
73,term18,61
47,term8,53
38,term1,57
39,term13,11
36,term5,46
78,term4,18
55,term15,26
56,term8,27
23,term6,12
33,term8,25
82,term4,14
18,term15,48
12,term12,84
77,term8,98
2,term17,73
11,term5,76
7,term13,13
81,term3,75
51,term9,53
42,term7,24
36,term7,81
64,term7,79
48,term8,80
14,term18,0
38,term8,27
11,term16,34
66,term13,42
52,term15,23
31,term16,87
46,term5,27
3,term18,28
35,term16,8
10,term12,88
88,term10,24
25,term11,70
24,term11,17
83,term18,78
50,term5,98
68,term16,9
95,term20,93
73,term7,22
44,term0,6
102,term15,73
29,term7,11
87,term10,81
63,term6,12
23,term10,33
28,term16,69
18,term15,55
18,term16,103
34,term5,6
97,term10,42
37,term7,13
68,term6,42
73,term13,58
11,term10,79
74,term15,16
100,term1,81
34,term4,40
9,term7,40
92,term2,23
22,term11,49
53,term0,82
36,term10,90
94,term4,21
62,term1,92
49,term15,2
48,term11,34
90,term21,61
34,term16,35
7,term18,101
2,term1,84
70,term7,42
10,term13,34
12,term16,39
50,term15,6
93,term8,9
7,term13,96
29,term9,88
27,term16,3
18,term16,5
25,term9,88
33,term10,11
85,term20,76
18,term15,34
86,term15,51
86,term7,12
87,term16,26
66,term10,31
2,term17,77
98,term20,35
28,term16,29
94,term4,34
35,term0,0
2,term22,96
24,term4,5
39,term17,43
63,term22,68
53,term20,45
43,term18,101
54,term11,53
15,term3,53
10,term11,83
70,term15,6
23,term16,85
46,term16,60
46,term3,38
49,term6,17
69,term4,99
90,term7,5
16,term5,36
77,term6,11
68,term11,83
82,term1,84
15,term22,102
74,term5,25
33,term11,63
68,term13,82
69,term11,34
14,term2,10
79,term7,66
88,term15,31
38,term11,59
84,term15,6
2,term0,8
41,term17,59
12,term8,27
38,term15,23
73,term15,0
93,term16,26
26,term12,97
64,term16,42
57,term11,15
100,term9,77
84,term7,100
36,term9,18
96,term12,89
52,term15,7
16,term8,89
5,term8,16
82,term7,5
42,term16,34
61,term17,74
89,term16,53
67,term10,66
43,term6,40
89,term6,12
8,term15,67
90,term3,79
91,term12,95
7,term8,8
36,term6,29
57,term5,35
77,term18,62
5,term11,47
25,term16,89
63,term16,48
22,term18,88
42,term18,91
40,term22,92
77,term7,66
33,term17,39
73,term11,47
80,term1,35
95,term8,60
102,term11,54
98,term17,61
79,term16,1
78,term7,13
18,term4,23
64,term15,27
54,term18,45
47,term13,32
40,term15,61
54,term7,64
64,term11,70
17,term16,78
65,term15,92
22,term5,95
90,term6,24
59,term7,66
59,term8,26
36,term7,14
85,term4,19
18,term7,40
57,term16,74
85,term7,37
8,term17,56
66,term15,51
38,term16,66
57,term1,38
0,term4,67
17,term16,37
100,term7,66
85,term14,91
34,term5,39
40,term3,24
47,term1,91
78,term22,52
84,term2,8
61,term13,44
28,term4,74
86,term8,30
38,term18,35
15,term17,55
83,term3,70
25,term7,10
4,term3,48
29,term5,27
89,term8,46
48,term8,89
8,term15,9
35,term15,10
86,term16,83
56,term16,13
16,term13,103
76,term18,92
14,term7,75
15,term9,91
75,term17,91
98,term4,37
51,term4,76
2,term8,62
2,term8,97
76,term17,75
98,term20,80
33,term3,13
20,term18,35
84,term3,73
86,term13,79
25,term16,21
51,term10,58
78,term8,50
82,term7,56
4,term12,95
26,term16,100
5,term2,19
79,term22,47
24,term15,18
81,term8,74
91,term9,93
28,term11,102
92,term15,57
55,term15,71
8,term4,19
84,term2,32
20,term3,82
90,term6,1
31,term16,91
96,term18,95
81,term15,21
38,term16,67
0,term16,95
31,term7,100
30,term11,62
33,term3,96
77,term18,30
79,term16,70
90,term9,6
8,term20,76
25,term7,43
46,term5,49
40,term16,96
32,term16,89
20,term10,38
29,term6,22
103,term16,96
12,term3,16
62,term6,15
31,term21,43
55,term8,28
84,term8,23
10,term13,64
34,term4,14
78,term5,3
73,term20,84
16,term13,47
68,term12,41
38,term7,71
79,term16,82
23,term8,53
15,term9,76
54,term12,49
6,term13,79
6,term15,69
15,term15,37
4,term11,52
60,term17,31
35,term4,9
47,term2,56
17,term15,6
87,term0,19
36,term10,22
3,term2,10
30,term7,17
34,term8,89
72,term16,2
33,term5,20
94,term11,27
72,term7,24
43,term16,41
85,term18,94
20,term15,72
92,term11,102
21,term12,49
17,term3,59
25,term17,4
29,term5,94
31,term5,85
53,term13,15
62,term18,83
64,term13,40
4,term18,0
61,term12,39
10,term16,90
9,term18,58
4,term15,23
62,term6,38
23,term5,93
8,term16,7
22,term15,69
72,term10,61
34,term8,54
84,term2,10
9,term7,52
100,term16,96
40,term18,28
77,term13,64
26,term16,10
20,term15,63
41,term16,0
71,term4,11
62,term8,95
69,term8,89
1,term16,78
88,term10,75
9,term4,54
71,term4,28
10,term22,79
101,term7,44
12,term8,25
84,term2,88
26,term8,45
25,term15,31
42,term16,84
103,term3,24
6,term6,17
2,term0,50
79,term8,50
54,term18,91
68,term8,18
35,term11,42
69,term20,77
32,term1,85
32,term7,42
65,term7,71
57,term7,48
51,term6,90
3,term15,78
25,term20,3
77,term1,93
42,term12,98
47,term16,9
74,term13,92
7,term16,51
41,term11,46
44,term11,98
69,term8,28
74,term0,44
32,term4,76
77,term17,2
38,term11,91
25,term17,52
45,term15,80
59,term15,30
42,term16,32
89,term18,101
63,term8,46
99,term17,82
89,term17,90
10,term10,40
8,term9,16
50,term3,12
97,term16,51
51,term7,78
14,term3,24
91,term16,36
12,term11,59
80,term6,65
69,term10,48
24,term1,48
99,term11,15
22,term15,58
60,term18,47
36,term7,65
70,term20,99
37,term7,17
88,term20,20
40,term11,52
31,term16,56
95,term17,15
51,term9,69
87,term17,58
68,term4,24
12,term7,75
53,term0,25
41,term16,33
30,term8,69
76,term15,30
16,term4,91
60,term7,75
86,term8,76
79,term18,101
74,term7,103
24,term16,60
1,term15,13
64,term10,82
90,term16,76
46,term16,62
62,term17,31
86,term13,72
58,term7,102
57,term13,75
8,term4,14
23,term13,13
84,term0,58
64,term8,97
54,term16,17
10,term18,97
34,term6,31
98,term18,58
81,term17,25
60,term16,53
34,term13,56
20,term16,67
96,term15,51
61,term8,8
42,term4,96
87,term15,97
21,term7,24
13,term3,92
88,term11,8
74,term8,3
30,term11,63
55,term11,82
14,term3,29
93,term16,67
52,term13,1
52,term13,58
52,term2,19
64,term10,75
92,term22,40
75,term17,76
28,term17,86
0,term6,52
60,term20,27
72,term8,55
55,term8,35
41,term18,22
28,term8,85
62,term1,79
92,term9,35
60,term8,95
12,term15,62
59,term8,69
93,term17,64
44,term22,51
84,term11,55
48,term16,0
93,term2,103
51,term7,57
59,term13,75
2,term6,22
48,term3,14
96,term7,100
24,term16,78
72,term10,78
55,term8,73
33,term11,23
86,term16,57
79,term17,98
92,term6,12
52,term21,64
54,term4,90
79,term6,40
54,term10,11
96,term22,2
72,term11,37
62,term17,66
53,term12,83
97,term16,34
9,term9,27
101,term8,49
91,term4,46
12,term18,28
7,term12,49
76,term10,65
65,term11,40
51,term0,82
77,term18,79
91,term15,33
90,term8,0
92,term2,62
93,term7,13
100,term9,99
81,term11,65
21,term8,88
90,term15,34
82,term17,76
85,term18,96
5,term8,53
86,term7,38
21,term9,28
29,term11,16
25,term1,84
46,term16,21
21,term9,80
53,term3,4
49,term11,96
72,term16,16
49,term16,5
61,term16,69
10,term11,47
6,term6,24
63,term8,50
1,term4,19
24,term1,8
10,term7,22
57,term4,50
66,term12,30
96,term1,27
56,term5,7
83,term11,15
102,term18,3
23,term18,100
56,term3,24
74,term13,33
42,term12,18
31,term7,10
77,term16,94
50,term11,64
27,term20,60
14,term3,48
69,term18,86
32,term10,17
95,term15,27
32,term10,1
54,term8,25
70,term10,29
58,term9,70
7,term17,31
44,term3,72
74,term5,85
11,term5,93
74,term6,32
71,term15,51
55,term16,60
85,term17,47
6,term4,0
16,term3,65
15,term10,59
69,term5,26
67,term9,27
39,term20,35
48,term7,61
71,term22,58
101,term18,80
13,term5,69
75,term16,89
3,term20,70
45,term12,95
25,term13,12
56,term0,4
59,term7,44
26,term5,88
83,term1,81
31,term8,73
21,term11,37
69,term4,20
90,term5,50
9,term15,34
48,term7,5
70,term9,84
95,term16,61
46,term10,82
57,term11,10
24,term16,43
52,term11,103
41,term16,23
51,term13,5
73,term8,18
63,term5,20
25,term11,48
80,term16,48
27,term16,103
84,term8,62
26,term9,94
85,term7,40
15,term10,14
9,term11,90
65,term3,55
98,term0,90
8,term9,85
63,term7,32
102,term8,41
58,term13,52
103,term16,9
8,term17,103
77,term11,73
95,term14,91
52,term22,37
12,term11,3
43,term12,49
1,term5,18
29,term1,24
55,term7,57
55,term16,43
16,term13,59
15,term6,92
31,term7,15
13,term13,37
72,term5,93
35,term4,71
6,term5,88
16,term4,99
77,term10,15
93,term11,99
14,term16,36
91,term11,65
7,term18,47
29,term3,15
99,term10,12
32,term15,74
72,term8,88
74,term5,95
47,term5,54
16,term5,94
22,term3,7
89,term12,67
99,term20,25
54,term10,78
26,term11,39
73,term18,21
58,term16,89
21,term18,83
66,term10,13
69,term7,61
79,term16,53
97,term10,61
17,term7,61
10,term1,87
71,term1,39
16,term16,92
79,term3,31
35,term18,45
72,term7,32
53,term1,84
88,term13,40
16,term9,46
56,term3,84
42,term8,85
38,term16,26
78,term11,62
41,term1,84
22,term5,50
93,term4,2
96,term13,78
46,term7,11
59,term11,103
43,term16,84
28,term20,18
100,term18,62
28,term20,94
12,term2,57
45,term15,72
30,term6,65
55,term16,30
63,term7,58
75,term9,50
81,term15,11
85,term2,55
46,term12,19
39,term5,84
92,term16,58
75,term5,98
80,term6,14
80,term9,7
69,term17,10
67,term12,60
86,term2,9
95,term14,99
32,term1,24
86,term16,52
27,term11,9
24,term15,6
19,term4,88
78,term16,95
32,term1,25
72,term11,62
17,term8,97
72,term2,0
55,term18,44
13,term7,65
44,term2,96
5,term13,32
21,term9,97
28,term1,80
98,term16,15
51,term0,88
82,term16,61
68,term10,100
18,term3,92
4,term16,70
53,term6,48
96,term7,10
78,term13,86
68,term1,91
74,term8,73
5,term13,2
47,term16,71
77,term8,18
93,term15,60
61,term16,2
52,term15,72
7,term1,28
60,term8,41
101,term8,74
57,term14,70
63,term6,15
1,term4,3
95,term2,53
30,term1,54
16,term5,18
20,term10,12
14,term16,98
82,term1,50
72,term8,8
76,term15,102
36,term17,33
75,term8,83
37,term9,97
81,term7,13
3,term15,23
18,term11,27
82,term18,36
32,term7,102
45,term16,67
85,term7,4
78,term9,80
60,term4,18
16,term15,9
35,term18,56
13,term12,30
3,term4,16
97,term10,78
44,term8,93
88,term16,42
76,term8,9
85,term8,7
1,term7,100
55,term16,37
5,term4,50
54,term16,0
89,term13,96
45,term16,26
71,term17,7
88,term18,44
38,term3,70
20,term4,48
49,term18,32
11,term8,50
65,term3,32
6,term16,103
99,term15,63
57,term22,72
41,term15,26
17,term11,48
68,term18,23
35,term4,13
4,term3,46
80,term20,6
68,term18,7
50,term15,74
102,term21,22
18,term16,77
83,term18,43
53,term11,51
1,term7,59
1,term11,29
13,term12,23
50,term11,41
14,term15,72
54,term16,30
63,term6,14
32,term7,92
95,term7,4
103,term10,15
21,term13,86
65,term15,30
15,term21,82
100,term18,89
93,term16,18
13,term9,67
84,term2,41
66,term15,34
85,term16,11
30,term11,89
52,term7,66
94,term4,43
19,term8,74
44,term15,58
38,term16,36
35,term15,103
67,term7,38
47,term12,88
13,term18,95
77,term1,65
54,term4,83
65,term15,80
61,term8,25
16,term13,5
78,term16,48
22,term11,26
0,term16,64
63,term16,16
65,term12,84
30,term18,57
89,term11,78
24,term16,28
13,term22,34
82,term4,91
63,term16,85
58,term1,85
73,term8,39
58,term11,48
61,term16,29
52,term12,53
67,term16,57
87,term11,99
37,term9,54
42,term21,22
75,term11,82
84,term8,80
68,term22,43
9,term10,96
80,term4,94
99,term12,70
63,term1,35
41,term16,89
101,term9,99
59,term15,0
89,term1,0
29,term3,83
43,term7,17
22,term15,32
29,term5,49
17,term10,82
68,term3,29
83,term13,1
30,term12,74
77,term13,75
0,term0,11
36,term5,60
62,term10,33
92,term9,28
77,term20,69
15,term8,18
23,term11,78
13,term7,14
26,term7,15
5,term18,97
96,term9,49
13,term13,61
12,term3,51
60,term5,87
72,term7,86
57,term16,31
20,term4,29
26,term9,67
84,term18,67
58,term18,49
91,term1,77
46,term10,1
86,term11,26
100,term13,32
8,term1,58
98,term13,102
17,term9,41
65,term16,49
8,term15,31
13,term15,53
94,term8,3
49,term13,72
101,term16,94
7,term8,69
22,term7,14
42,term7,17
48,term1,95
56,term8,49
103,term11,46
35,term11,11
92,term16,32
38,term3,48
32,term17,73
103,term6,79
78,term10,43
54,term15,57
54,term5,93
42,term16,46
91,term16,13
67,term10,13
45,term15,23
73,term10,40
69,term4,87
42,term16,69
12,term11,87
103,term5,28
85,term7,38
89,term6,65
7,term11,72
67,term16,47
16,term9,8
2,term5,39
24,term3,19
42,term18,45
103,term22,37
15,term10,40
12,term11,20
48,term4,20
99,term15,102
25,term11,69
46,term5,39
81,term3,64
101,term1,45
60,term18,68
54,term12,98
21,term18,77
91,term16,18
41,term15,31
83,term18,62
24,term17,3
38,term12,85
46,term11,17
99,term16,13
50,term4,47
71,term7,59
43,term22,103
48,term21,103
15,term3,51
85,term18,26
65,term15,7
9,term16,91
103,term13,48
17,term0,51
23,term18,57
28,term15,10
40,term15,7
2,term8,7
66,term12,89
78,term12,36
76,term17,17
42,term4,90
70,term18,44
73,term16,71
34,term1,25
31,term15,51
40,term9,87
19,term4,55
0,term1,33
30,term20,73
45,term11,14
57,term1,14
26,term10,22
8,term15,13
22,term15,51
50,term19,54
97,term5,99
88,term17,59
17,term18,74
25,term15,49
30,term5,91
8,term9,41
20,term15,37
34,term3,81
81,term2,77
73,term6,33
2,term7,92
55,term20,87
40,term15,63
97,term9,60
82,term18,26
67,term5,8
22,term12,35
15,term2,19
8,term9,55
8,term13,5
69,term5,74
43,term3,90
40,term3,58
71,term7,100
45,term4,48
98,term1,74
57,term1,76
50,term4,83
90,term8,101
83,term1,93
94,term4,80
20,term15,102
31,term7,47
61,term12,94
12,term12,85
31,term9,36
48,term5,27
84,term16,35
99,term4,34
99,term15,7
67,term11,39
57,term7,66
60,term6,15
11,term9,28
35,term16,75
61,term13,86
39,term13,102
90,term5,55
46,term17,5
96,term11,90
67,term7,12
71,term10,31
37,term7,82
15,term16,6
6,term7,56
74,term15,29
42,term7,82
59,term8,27
81,term15,23
59,term11,47
30,term18,100
90,term17,97
39,term1,71
1,term16,60
43,term7,1
36,term4,0
69,term5,18
99,term16,36
76,term2,5
65,term16,86
90,term21,58
37,term1,28
66,term16,59
36,term8,19
53,term0,55
99,term12,85
69,term11,16
18,term0,96
3,term16,98
47,term8,36
98,term19,101
46,term17,47
18,term15,88
72,term16,48
100,term8,67
86,term15,16
69,term15,96
35,term18,3
1,term16,43
56,term1,38
39,term18,95
100,term12,69
71,term1,26
85,term7,92
97,term18,15
95,term18,83
6,term5,84
14,term0,56
13,term8,77
91,term4,16
20,term2,10
70,term15,67
79,term16,48
59,term6,102
21,term4,94
39,term5,50
62,term18,57
19,term4,41
74,term15,46
68,term17,69
32,term13,103
60,term8,69
99,term8,98
22,term16,83
41,term15,96
54,term6,12
92,term15,19
35,term15,57
41,term17,56
15,term16,27
27,term16,40
93,term7,71
4,term12,25
39,term13,79
11,term11,62
49,term12,7
63,term15,56
40,term8,98
62,term12,67
3,term12,85
89,term16,84
87,term20,88
63,term11,62
0,term4,27
64,term16,37
11,term4,31
4,term11,91
65,term3,29
85,term15,67
81,term2,52
9,term4,42
83,term8,67
103,term6,42
84,term3,56
10,term22,72
15,term17,8
52,term6,42
1,term15,67
63,term7,29
14,term16,13
24,term0,51
102,term18,91
50,term15,90
94,term15,64
94,term15,84
85,term7,78
49,term1,71
18,term16,101
76,term17,64
29,term3,101
100,term6,102
9,term5,50
21,term5,20
11,term15,57
96,term5,46
69,term15,39
70,term0,95
49,term9,27
5,term22,37
53,term3,14
83,term7,51
78,term16,34
35,term7,29
49,term16,19
37,term22,57
84,term2,82
99,term20,84
37,term7,58
6,term8,19
37,term9,60
81,term22,79
102,term16,51
14,term15,102
83,term16,31
78,term7,1
45,term25,46
58,term7,42
71,term7,10
50,term15,86
102,term12,6
1,term18,39
97,term16,64
81,term8,9
86,term11,18
80,term15,19
53,term6,96
60,term11,37
33,term1,79
90,term5,46
75,term15,67
83,term2,19
39,term16,73
6,term18,58
16,term4,3
17,term13,57
98,term0,39
76,term4,2
48,term9,55
95,term7,37
73,term18,23
20,term20,85
65,term13,34
93,term2,59
17,term10,1
2,term4,93
78,term13,22
76,term4,29
27,term20,80
32,term1,95
52,term7,22
8,term5,94
1,term0,2
86,term11,27
31,term10,90
9,term3,61
86,term11,74
78,term6,38
10,term22,61
57,term18,80
14,term3,32
73,term20,95
89,term9,97
77,term18,97
79,term18,77
35,term16,53
49,term18,58
38,term15,80
74,term6,82
13,term4,97
78,term15,19
95,term16,11
66,term22,82
42,term2,30
40,term15,60
103,term1,14
45,term18,0
57,term8,94
19,term0,91
63,term10,78
83,term1,65
98,term15,17
100,term7,86
77,term6,42
38,term7,31
60,term3,44
85,term7,63
35,term16,25
93,term11,40
20,term4,32
42,term11,37
52,term16,31
46,term5,74
102,term12,36
32,term21,38
47,term12,41
95,term11,8
13,term4,28
43,term1,33
30,term11,72
62,term10,61
83,term1,12
8,term12,83
91,term20,25
2,term9,69
82,term9,25
44,term0,36
76,term4,51
101,term6,42
80,term16,41
11,term16,51
24,term11,25
46,term15,9
67,term9,74
70,term15,90
92,term18,99
35,term11,102
67,term10,31
61,term8,85
96,term8,101
67,term8,76
0,term6,5
81,term2,83
17,term3,38
24,term3,103
0,term1,37
87,term4,82
20,term15,33
74,term7,10
15,term16,31
29,term10,82
0,term13,13
95,term7,14
73,term10,103
14,term1,83
1,term9,88
23,term7,75
75,term16,37
55,term7,11
102,term6,12
13,term7,12
60,term20,9
64,term12,101
101,term20,8
45,term17,29
31,term6,2
66,term16,77
79,term1,33
71,term17,89
59,term9,3
90,term22,32
2,term10,17
102,term12,18
87,term11,14
77,term10,57
71,term7,15
41,term20,45
1,term8,73
51,term15,98
2,term6,71
16,term7,78
36,term18,8
10,term10,57
6,term11,31
51,term8,97
19,term0,38
79,term8,27
31,term9,27
79,term5,20
62,term18,52
55,term17,59
83,term8,27
74,term8,45
41,term13,40
44,term15,70
9,term15,51
1,term0,51
58,term1,25
102,term11,60
55,term16,7
53,term10,29
0,term1,89
94,term14,97
95,term15,90
17,term15,31
53,term13,10
45,term7,31
46,term6,66
83,term16,90
67,term15,51
82,term16,63
66,term10,86
6,term3,92
96,term5,55
79,term9,28
7,term10,78
40,term15,11
35,term2,72
42,term10,92
44,term15,46
70,term20,76
81,term18,97
92,term4,74
3,term18,33
78,term1,28
83,term16,71
24,term16,61
89,term12,36
85,term15,31
102,term15,68
0,term7,34
85,term2,69
10,term7,66
94,term7,12
50,term15,67
91,term4,55
5,term10,10
60,term10,21
10,term22,63
51,term7,11
77,term18,63
76,term15,21
21,term18,99
31,term6,29
35,term7,24
21,term16,48
90,term8,77
10,term3,84
66,term12,54
63,term18,101
44,term13,37
81,term17,69
31,term16,45
58,term16,43
46,term3,4
50,term0,46
6,term16,59
61,term1,92
79,term6,12
18,term16,100
33,term5,45
41,term17,68
32,term11,16
48,term9,46
44,term16,65
7,term12,39
22,term8,93
75,term16,63
73,term7,44
39,term20,30
49,term7,57
41,term0,53
1,term16,11
18,term13,61
78,term15,9
103,term8,49
61,term22,10
69,term7,43
14,term15,63
60,term9,7
12,term15,42
101,term17,17
34,term13,100
78,term8,84
48,term0,50
103,term1,76
56,term17,69
88,term1,58
39,term6,75
93,term10,12
57,term18,89
70,term16,7
59,term13,58
91,term15,89
49,term9,39
26,term10,96
47,term12,55
34,term3,77
75,term7,103
80,term18,73
51,term3,87
9,term1,44
87,term11,15
19,term1,81
37,term8,69
22,term11,39
87,term15,60
30,term10,61
39,term13,78
49,term8,20
78,term5,99
79,term11,30
44,term18,41
68,term7,86
41,term13,65
25,term15,90
81,term9,20
50,term16,79
75,term11,69
5,term13,82
44,term8,20
53,term1,85
62,term18,10
68,term10,10
73,term20,46
84,term8,3
58,term8,97
27,term9,18
69,term5,49
81,term15,89
65,term11,15
73,term9,77
94,term25,54
33,term8,55
53,term9,46
53,term4,81
38,term16,6
4,term15,42
75,term2,2
52,term8,49
17,term7,79
54,term9,7
77,term8,6
13,term13,63
86,term7,65
18,term15,64
59,term10,4
35,term20,74
74,term13,72
34,term7,33
42,term15,77
53,term5,6
25,term12,83
72,term5,3
31,term11,71
28,term15,68
40,term7,44
58,term0,84
49,term16,101
14,term13,1
58,term15,96
14,term15,78
93,term15,54
73,term13,82
77,term9,99
65,term16,74
5,term22,21
35,term15,40
62,term7,64
40,term11,10
98,term9,94
96,term5,88
90,term4,92
64,term6,86
99,term15,97
69,term4,76
57,term5,28
83,term15,0
10,term1,14
31,term4,102
24,term15,13
89,term10,79
61,term16,35
31,term7,57
41,term0,34
49,term18,82
29,term7,42
99,term16,49
37,term17,49
63,term9,97
15,term9,87
71,term6,2
65,term1,83
7,term12,26
23,term15,56
43,term22,5
6,term7,12
53,term11,34
33,term9,97
33,term8,84
71,term1,49
47,term11,83
86,term22,29
79,term5,87
44,term16,38
56,term1,68
50,term11,88
36,term16,83
89,term18,100
14,term3,17
79,term6,65
51,term10,29
95,term2,46
76,term2,52
37,term7,31
67,term16,9
29,term1,95
72,term8,85
37,term9,80
63,term10,11
103,term13,2
34,term4,38
45,term2,77
100,term9,101
49,term7,15
22,term22,1
35,term15,5
21,term9,30
90,term4,54
79,term15,52
50,term20,20
30,term16,25
16,term12,19
100,term18,80
99,term20,88
54,term20,73
34,term7,37
48,term11,16
17,term8,35
57,term10,100
39,term15,69
90,term17,23
40,term3,69
90,term8,83
21,term8,50
62,term10,72
54,term11,69
95,term8,80
12,term18,35
26,term20,30
91,term1,57
65,term16,67
67,term6,64
85,term11,82
48,term9,88
43,term22,100
37,term4,18
81,term2,59
95,term16,102
60,term16,16
82,term15,27
12,term2,68
17,term11,2
12,term15,63
5,term18,23
5,term16,96
94,term6,24
44,term13,11
15,term17,85
9,term5,55
29,term5,36
13,term16,93
33,term15,5
92,term16,55
38,term13,34
35,term20,36
1,term18,49
70,term0,53
40,term15,89
99,term16,96
57,term10,40
93,term15,30
77,term5,28
43,term6,52
96,term12,60
18,term4,0
11,term11,72
2,term16,1
42,term5,93
101,term13,64
16,term10,1
55,term11,8
68,term13,51
86,term11,49
55,term5,98
88,term13,12
57,term8,26
62,term18,59
95,term2,69
62,term10,43
56,term1,10
18,term10,22
51,term16,21
72,term1,35
51,term7,72
70,term0,51
52,term8,50
100,term22,63
59,term15,72
70,term16,72
40,term16,26
67,term12,89
71,term3,79
43,term5,91
59,term13,48
30,term18,83
17,term3,91
99,term13,17
31,term5,16
77,term17,58
0,term16,58
3,term16,96
10,term11,68
65,term16,94
24,term16,72
98,term7,4
32,term8,28
37,term16,34
77,term1,45
7,term8,25
89,term5,20
52,term11,15
28,term18,56
102,term7,82
96,term7,4
70,term3,56
82,term0,2
63,term10,59
31,term4,11
90,term4,42
54,term1,43
45,term2,101
21,term8,41
28,term15,100
46,term10,75
13,term0,98
52,term16,96
65,term8,41
69,term20,101
35,term15,100
103,term14,88
59,term15,80
52,term10,12
95,term15,98
13,term13,43
103,term8,36
63,term7,66
17,term22,44
11,term7,1
56,term13,51
33,term7,82
46,term9,88
89,term7,17
35,term16,82
68,term6,92
4,term8,27
65,term10,14
5,term10,40
27,term16,83
18,term16,10
13,term5,88
85,term16,42
70,term18,32
66,term16,103
71,term15,34
38,term15,102
77,term17,34
30,term6,81
18,term8,3
72,term9,89
70,term3,4
98,term15,46
99,term4,2
98,term7,52
32,term4,20
20,term2,100
10,term8,67
5,term10,57
61,term11,79
72,term15,56
51,term11,34
19,term5,28
75,term13,65
34,term13,57
85,term0,34
18,term17,102
4,term3,55
84,term8,93
23,term18,77
19,term20,84
6,term15,29
22,term15,64
4,term16,98
100,term17,95
52,term22,63
36,term0,98
9,term13,33
94,term11,98
64,term17,99
57,term20,95
83,term18,23
10,term17,41
52,term9,77
78,term10,102
102,term2,30
95,term11,75
58,term4,20
11,term2,23
11,term4,13
66,term10,96
85,term2,46
68,term19,98
58,term21,40
31,term10,13
54,term15,77
4,term1,68
95,term2,29
5,term16,9
66,term16,68
73,term18,30
80,term7,64
95,term18,18
88,term0,53
16,term20,101
94,term25,28
38,term15,43
49,term8,3
46,term4,20
82,term16,30
70,term16,89
20,term10,81
52,term15,30
56,term16,90
94,term15,51
68,term1,65
12,term3,53
70,term16,28
101,term18,21
99,term15,54
15,term16,49
53,term15,98
1,term15,71
51,term7,37
89,term16,51
4,term4,34
38,term3,17
24,term9,84
91,term16,66
43,term7,58
42,term10,33
89,term1,35
44,term3,43
103,term1,38
14,term10,4
24,term15,22
88,term15,39
44,term16,57
21,term16,84
54,term12,62
13,term6,29
88,term20,45
28,term18,4
1,term16,21
70,term16,92
24,term17,45
88,term16,54
97,term9,35
16,term3,40
78,term6,14
20,term10,4
6,term20,30
92,term2,7
70,term10,64
17,term13,47
10,term7,51
10,term18,7
3,term15,63
100,term1,45
95,term17,47
103,term13,17
101,term20,41
87,term7,44
57,term13,32
6,term5,50
66,term5,41
102,term11,42
28,term18,14
56,term13,32
65,term9,87
27,term16,73
91,term15,97
51,term0,8
6,term17,37
45,term15,63
90,term5,70
8,term0,51
92,term16,46
23,term8,69
58,term13,103
88,term11,29
53,term1,95
1,term17,20
32,term9,55
37,term10,43
37,term4,94
1,term7,92
16,term5,39
56,term3,75
13,term5,55
8,term0,53
0,term18,81
67,term16,77
80,term7,75
17,term10,75
3,term15,43
79,term5,76
18,term17,11
91,term20,50
82,term15,71
61,term6,38
26,term8,3
101,term13,32
78,term8,88
90,term4,35
80,term1,54
32,term0,84
10,term1,76
90,term17,62
81,term16,6
93,term15,37
70,term16,60
84,term7,12
103,term9,101
88,term9,95
41,term16,54
88,term1,32
30,term12,26
15,term8,50
39,term0,98
94,term15,17
48,term10,64
44,term16,14
18,term8,19
98,term18,32
29,term5,6
94,term7,14
86,term7,43
83,term18,60
12,term15,30
70,term11,34
36,term13,79
50,term20,91
81,term6,33
28,term18,40
97,term18,83
59,term16,13
93,term16,6
63,term7,13
50,term3,81
81,term18,0
27,term6,1
26,term17,37
43,term11,78
